Scenario ID,Type,Scenario Name,Description,KPI ID,Impact Type,Impact Value,Plausibility,Severity,Recovery Qtrs,Mitigation Lever,Calibration Source,Applied_Severity_Mult
S57_v0.5_1,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,OPS04,pct,-4.3794,3,2,2,Tariff repricing,ARPU effect,0.5
S52_v0.5_2,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",DataARPU,pct,8.2417,3,3,4,5G investment (enhanced),premium pricing,0.5
S39_v1.0_2,Stress,Network sharing collapse - Telecel dispute,"Telecel ends tower sharing, MTN must build own",Capex,abs,544.3985,3,3,3,Infrastructure investment (enhanced),coverage gap,1.0
S26_v1.5_1,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,OPS07,delta,-3.0783,3,3,3,Network planning,coverage gap,1.5
S32_v1.5_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,Capex,pct,30.6861,2,5,6,Unified response,forced investment,1.5
S03_v1.5_2,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,SEG03,pct,-36.603,3,4,2,Pricing strategy,Q2 2022 e-levy impact,1.5
S02_v1.0_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN01,pct,-3.7834,3,3,2,Cost optimisation,FY22 inflation impact,1.0
S67_v1.5_2,Upside,5G auction win - MTN leads,MTN wins 5G spectrum cheaply,DataARPU,pct,1.9911,4,3,3,5G leadership (enhanced),premium pricing,1.5
S56_v1.5_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,FIN01,pct,-38.6754,1,5,8,Comprehensive resilience,extreme tail,1.5
S59_v1.5_2,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN01,pct,-2.7062,3,2,1,Cost control,revenue drag,1.5
S12_v1.0_1,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,FIN02,pct,-5.6078,3,4,4,Fintech strategy,earnings impact,1.0
S08_v1.0_1,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,OPS01,pct,-1.1852,2,3,2,Disaster recovery,subscriber disruption,1.0
S02_v1.0_2,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN03,delta,-2.9277,3,3,2,Cost optimisation,FY22 inflation impact,1.0
S76_v1.5_1,Stress,Shareholder dividend pressure,Activist investors demand higher payout,Dividend,delta,0.7488,3,3,2,Capital allocation,no direct KPI,1.5
S14_v1.0_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN03,delta,-4.4719,3,5,4,Base case review (enhanced),opposite of FY25,1.0
S32_v1.0_2,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,SEG03,pct,-31.1819,2,5,6,Unified response,MoMo collapse,1.0
S55_v1.5_1,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FXGain,delta,1.336,2,4,3,Currency management,net assets,1.5
S23_v0.5_1,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",USDPayables,pct,14.349,2,5,6,Hard currency reserves,liquidity crisis,0.5
S17_v0.5_1,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,CapexFinancing,pct,22.6994,2,4,2,Refinancing (enhanced),FY22 rate spike,0.5
S27_v1.5_1,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",ARPU,delta,-4.6108,3,4,2,Pricing strategy,revenue per user,1.5
S47_v1.0_1,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",SiteAvailability,delta,-3.3322,3,4,4,Alternative power (enhanced),service uptime,1.0
S25_v0.5_2,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,FIN03,delta,-0.6256,3,3,1,Compliance,margin impact,0.5
S40_v1.5_1,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,CAC,pct,28.4366,4,3,2,Value proposition (enhanced),customer acquisition,1.5
S32_v0.5_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,Capex,pct,11.238,2,5,6,Unified response,forced investment,0.5
S09_v0.5_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Reputation,delta,-1.4142,2,4,4,Data governance,GDPR analogue,0.5
S04_v1.0_1,Stress,Sovereign debt freeze,"IMF programme stalls, donors cut aid",Dividend,abs,-49.3549,2,4,6,Repatriation planning,FY22 dividend freeze,1.0
S31_v1.0_2,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,Fine,abs,535.5852,3,3,2,Data compliance,DPC enforcement guidelines,1.0
S45_v1.5_2,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,VoiceRev,pct,-31.1896,4,3,2,OTT monetisation,global trend,1.5
S08_v1.0_1,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,Capex,pct,15.6181,2,3,2,Disaster recovery (enhanced),replacement cost,1.0
S89_v1.0_1,Upside,NCA quality of service bonus,"MTN meets QoS targets, gets fee rebate",FIN03,delta,0.2738,4,2,1,Network investment,rebate income,1.0
S34_v1.5_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",EmergencyCapex,abs,1775.935,2,4,6,Vendor diversification,industry risk,1.5
S59_v1.5_1,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN01,pct,-2.9668,3,2,1,Cost control,revenue drag,1.5
S87_v1.5_2,Upside,Currency swap agreement (China),Direct GHS/CNY settlement reduces USD exposure,FXCost,delta,-0.3103,4,3,2,Innovative hedging,lower cost,1.5
S04_v1.5_1,Stress,Sovereign debt freeze,"IMF programme stalls, donors cut aid",Dividend,abs,-76.5453,2,4,6,Repatriation planning (enhanced),FY22 dividend freeze,1.5
S58_v1.0_1,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN01,pct,-17.0733,1,6,8,Contingency planning (enhanced),elasticity extrapolation,1.0
S01_v1.0_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,OPS04,pct,-14.3467,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.0
S10_v0.5_1,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS04,pct,-6.213,3,4,2,Product differentiation,FY19 competition,0.5
S02_v1.5_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,Opex,delta,28.7551,3,3,2,Cost optimisation (enhanced),operating leverage,1.5
S32_v0.5_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN03,delta,-2.3725,2,5,6,Unified response,margin crash,0.5
S23_v0.5_2,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",USDPayables,pct,13.6266,2,5,6,Hard currency reserves,liquidity crisis,0.5
S11_v0.5_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",OPS01,pct,-1.2521,3,5,6,Diversification (enhanced),population impact,0.5
S55_v0.5_2,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FIN03,delta,2.2385,2,4,3,Currency management (enhanced),FY25 magnitude,0.5
S13_v0.5_1,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,FIN03,delta,-1.7814,2,5,6,Resilience investment,cost overrun,0.5
S67_v1.0_2,Upside,5G auction win - MTN leads,MTN wins 5G spectrum cheaply,DataShare,delta,2.2599,4,3,3,5G leadership (enhanced),competitive advantage,1.0
S56_v1.5_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,SEG03,pct,-57.658,1,5,8,Comprehensive resilience (enhanced),MoMo wipeout,1.5
S03_v1.5_1,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,OPS01,pct,-24.1477,3,4,2,Pricing strategy (enhanced),user decline observed,1.5
S63_v1.0_1,Stress,NCA small fine GHS 100m,Minor compliance fine,Fine,abs,96.2717,4,2,1,Compliance (enhanced),industry norm,1.0
S20_v0.5_2,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",FIN01,pct,-0.8231,3,3,3,Strategic planning,FY23 IMF programme,0.5
S54_v1.5_1,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS01,pct,7.5169,2,3,2,Macro hedging,historical boom,1.5
S51_v1.5_2,Stress,Labour dispute - extended strike,Union strikes for 4 weeks over pay,CustomerService,delta,-0.7724,2,3,2,Employee relations,NPS decline,1.5
S52_v1.5_1,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",EnterpriseRev,pct,38.0081,3,3,4,5G investment,FY26 forecast,1.5
S17_v0.5_2,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,WorkingCapital,delta,11.5275,2,4,2,Refinancing (enhanced),interest cost,0.5
S50_v1.5_2,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,SharePrice,pct,-17.5742,2,3,1,Succession planning,market reaction,1.5
S15_v1.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN03,delta,-6.6569,2,5,4,Emergency tariff repricing,USD cost pass-through,1.5
S52_v0.5_1,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",DataARPU,pct,7.0587,3,3,4,5G investment,premium pricing,0.5
S30_v1.5_2,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",DataSubs,pct,-9.4907,3,4,6,Stakeholder engagement (enhanced),data impact,1.5
S30_v1.5_2,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",ActiveSubs,pct,-12.4408,3,4,6,Stakeholder engagement,Nigeria SIM registration,1.5
S16_v0.5_1,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",Opex,pct,20.2506,2,5,6,Cost pass-through,FY22 extreme,0.5
S58_v1.5_2,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN01,pct,-28.0969,1,6,8,Contingency planning,elasticity extrapolation,1.5
S61_v1.5_1,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN03,delta,2.1027,3,3,2,Debt restructuring,interest saving,1.5
S15_v1.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",Capex,pct,-34.3943,2,5,4,Emergency tariff repricing,investment pause,1.5
S77_v1.5_2,Upside,FX hedging gain (unexpected),Cedi weakens but MTN had hedged,FIN03,delta,0.7399,4,2,1,Hedging strategy,windfall,1.5
S86_v1.0_2,Upside,Green energy subsidy,Govt subsidises solar for cell sites,FIN03,delta,0.5115,4,2,2,Solar investment,operating cost,1.0
S12_v1.0_2,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,FIN02,pct,-5.2769,3,4,4,Fintech strategy (enhanced),earnings impact,1.0
S10_v1.5_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS04,pct,-15.9406,3,4,2,Product differentiation,FY19 competition,1.5
S38_v1.0_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,SitesOffline,pct,20.7308,1,5,8,National security (enhanced),extreme scenario,1.0
S52_v1.0_2,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",DataARPU,pct,14.6203,3,3,4,5G investment (enhanced),premium pricing,1.0
S26_v1.5_2,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,Capex,abs,1164.0172,3,3,3,Network planning (enhanced),MTN SA refarming cost,1.5
S50_v0.5_1,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,StrategyRisk,delta,0.5254,2,3,1,Succession planning,execution,0.5
S31_v1.0_1,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,ComplianceOpex,abs,192.872,3,3,2,Data compliance,remediation cost,1.0
S58_v1.5_2,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN03,delta,-8.8007,1,6,8,Contingency planning,margin collapse,1.5
S55_v1.0_2,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FXGain,delta,0.8812,2,4,3,Currency management,net assets,1.0
S07_v1.0_2,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",FIN01,pct,-8.2183,2,4,2,Litigation & lobbying,MTN Nigeria precedent,1.0
S38_v0.5_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,EmergencyOpex,pct,10.6105,1,5,8,National security,restoration cost,0.5
S82_v0.5_2,Upside,AI customer service breakthrough,AI reduces call centre costs 30%,FIN03,delta,0.8834,4,3,2,Automation investment,cost reduction,0.5
S82_v1.5_2,Upside,AI customer service breakthrough,AI reduces call centre costs 30%,FIN03,delta,3.0276,4,3,2,Automation investment,cost reduction,1.5
S13_v0.5_2,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,Sites,delta,-177.4806,2,5,6,Resilience investment (enhanced),worst-case scenario,0.5
S02_v1.5_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN01,pct,-6.4949,3,3,2,Cost optimisation (enhanced),FY22 inflation impact,1.5
S56_v0.5_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,FIN01,pct,-13.2592,1,5,8,Comprehensive resilience,extreme tail,0.5
S33_v1.5_1,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",FIN01,pct,-28.7577,1,5,4,Cyber insurance (enhanced),MTN Nigeria 2023 analogue,1.5
S88_v1.5_2,Stress,MTN Group cross‑guarantee,"Parent guarantees Ghana debt, improves credit",CreditSpread,delta,-159.7297,4,2,2,Group treasury,debt cost down,1.5
S06_v0.5_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,FIN02,pct,-1.5356,2,5,3,Cyber resilience (enhanced),revenue loss + fines,0.5
S64_v1.0_2,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,FIN03,delta,-4.1651,2,5,4,Legal reserve,EBITDA reduction,1.0
S38_v0.5_1,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,EmergencyOpex,pct,12.0538,1,5,8,National security,restoration cost,0.5
S56_v1.0_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,FIN01,pct,-23.847,1,5,8,Comprehensive resilience,extreme tail,1.0
S15_v0.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN01,pct,-7.3488,2,5,4,Emergency tariff repricing,FY22 0.32 elasticity compounded,0.5
S01_v0.5_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,OPS04,pct,-7.3645,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,0.5
S18_v1.0_2,Stress,Ghana sovereign downgrade to junk,"Moody's cuts Ghana to Caa1, foreign debt frozen",RiskPremium,delta,501.8959,2,4,6,Onshore reinvestment,sovereign spread,1.0
S41_v0.5_1,Shock,New MVNO entry - tech giant,Amazon or Google launches MVNO in Ghana,Enterprise,pct,-4.897,2,4,3,Strategic partnership (enhanced),business segment,0.5
S25_v1.0_2,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,Opex,abs,382.6104,3,3,1,Compliance,industry levy rate,1.0
S10_v1.5_1,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,FIN01,pct,-9.0503,3,4,2,Product differentiation (enhanced),revenue erosion,1.5
S60_v0.5_1,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,FIN03,delta,-2.2124,2,5,3,Price elasticity (enhanced),FY22 extreme,0.5
S01_v1.0_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN02,pct,-12.7896,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.0
S45_v1.5_1,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,VoiceRev,pct,-32.0882,4,3,2,OTT monetisation (enhanced),global trend,1.5
S59_v1.0_2,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN03,delta,-1.4218,3,2,1,Cost control,FY23 average,1.0
S38_v1.5_1,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,FIN01,pct,-22.7306,1,5,8,National security,revenue collapse,1.5
S86_v1.5_2,Upside,Green energy subsidy,Govt subsidises solar for cell sites,FIN03,delta,0.7565,4,2,2,Solar investment,operating cost,1.5
S49_v1.0_1,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,CapexEfficiency,pct,-30.2529,3,3,2,Supplier diversification (enhanced),global chip shortage,1.0
S72_v1.0_2,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,DieselOpex,abs,185.2414,4,3,3,Power backup (enhanced),FY23 level,1.0
S11_v1.0_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",OPS01,pct,-2.474,3,5,6,Diversification,population impact,1.0
S74_v1.0_2,Stress,Labour dispute - 1 week strike,"Short strike, minimal impact",Opex,abs,57.5995,4,2,1,Labour relations,small cost,1.0
S50_v1.0_2,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,SharePrice,pct,-10.9982,2,3,1,Succession planning,market reaction,1.0
S33_v0.5_1,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",OPS01,pct,-3.0054,1,5,4,Cyber insurance (enhanced),subscriber loss,0.5
S31_v0.5_1,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,ComplianceOpex,abs,95.8617,3,3,2,Data compliance,remediation cost,0.5
S61_v1.5_1,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN01,pct,2.8676,3,3,2,Debt restructuring,lower borrowing cost,1.5
S54_v1.0_2,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS01,pct,4.6977,2,3,2,Macro hedging,historical boom,1.0
S15_v0.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN02,pct,-10.8467,2,5,4,Emergency tariff repricing,EBITDA erosion,0.5
S01_v1.0_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN02,pct,-10.828,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.0
S30_v1.0_2,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",DataSubs,pct,-6.5055,3,4,6,Stakeholder engagement (enhanced),data impact,1.0
S16_v0.5_1,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",FIN03,delta,-2.8727,2,5,6,Cost pass-through,operating leverage,0.5
S72_v0.5_2,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,DieselOpex,abs,104.3739,4,3,3,Power backup,FY23 level,0.5
S25_v0.5_2,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,Opex,abs,197.6902,3,3,1,Compliance,industry levy rate,0.5
S57_v0.5_2,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,OPS04,pct,-4.2301,3,2,2,Tariff repricing,ARPU effect,0.5
S20_v0.5_2,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",ConsumerSpending,pct,-2.33,3,3,3,Strategic planning (enhanced),disposable income,0.5
S55_v0.5_2,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FXGain,delta,0.5001,2,4,3,Currency management,net assets,0.5
S08_v1.5_1,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,Capex,pct,24.2172,2,3,2,Disaster recovery (enhanced),replacement cost,1.5
S62_v0.5_2,Stress,Ghana GDP growth 0% (stagnation),GDP growth 0% (stagnation),Subscribers,pct,-0.5742,3,3,2,Cost rationalisation (enhanced),disposable income,0.5
S06_v1.0_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,SEG03,pct,-12.1772,2,5,3,Cyber resilience (enhanced),industry benchmark,1.0
S19_v0.5_1,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,USDOpex,pct,-8.0227,3,3,2,Shareholder returns,cost relief,0.5
S30_v1.5_1,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",MoMoUsers,pct,-16.5069,3,4,6,Stakeholder engagement,fintech impact,1.5
S08_v0.5_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,FIN01,pct,-1.0123,2,3,2,Disaster recovery (enhanced),FY21 flooding impact,0.5
S86_v0.5_1,Upside,Green energy subsidy,Govt subsidises solar for cell sites,FIN03,delta,0.248,4,2,2,Solar investment,operating cost,0.5
S61_v1.0_1,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN03,delta,1.6229,3,3,2,Debt restructuring,interest saving,1.0
